1.814130656697591215e-01,8.248054617814400136e-02,2.480308180169787935e-01,2.740625536759173642e-01,1.043605856072426924e-01,2.351866993662272420e-01,3.658672556466802117e-01,1.690074575432088388e-01,3.235250878873217051e-01,3.312231852606923876e-01,1.539046634953438186e-01,3.607176226192501667e-01,1.130151522431482453e-01,7.447788355046924824e-02,1.781412898663992661e-01,1.458716007744410015e-01,1.072519331180803864e-01,1.872800202106508771e-01,1.188086539128816038e-01,6.107359785849975770e-02,1.513016370438254321e-01,1.677828642589165864e-01,8.383366692809114673e-02,1.817234970882475875e-01
3.197904778037405915e-01,1.477229097876186781e-01,2.827808196557929366e-01,2.895094300991043479e-01,1.345221391523740151e-01,3.152893818982187568e-01,3.260607948406377132e-01,1.415099999110919771e-01,3.007466800010143437e-01,3.608761443770350796e-01,1.480871453406883698e-01,2.731068293739188357e-01,1.038460688012773081e-01,5.338207980881484738e-02,1.322469339794062893e-01,1.466525399596140256e-01,7.327577964195762517e-02,1.588375102311363751e-01,7.718281260593239101e-02,4.984875411041556764e-02,1.294580557164678736e-01,1.244693737169831060e-01,6.951690558606579695e-02,1.494469929359652782e-01
4.094459263547754468e-01,1.776990485175618251e-01,3.776581083638804182e-01,4.531647765442398668e-01,1.859581997120725028e-01,3.429497827283193301e-01,1.411222713779522464e-01,7.171900132646373549e-02,1.764178380178080818e-01,1.404430452024129361e-01,8.090120726377253435e-02,1.396516750733985679e-01,9.692115306763145199e-02,6.259682129017103691e-02,1.625650013299637653e-01,1.563005391349097939e-01,8.729480592389425586e-02,1.876658078243007843e-01,1.007595566346748406e-01,5.830500694887191804e-02,1.653349348839459609e-01,1.570104019218504232e-01,6.716407785552928889e-02,1.469179176692355093e-01
1.844338063734898281e-01,9.373012689485107907e-02,2.305618600104921700e-01,1.835461203426455579e-01,1.057304240512622062e-01,1.825118724970060669e-01,2.951336257833431231e-01,1.065015791808824747e-01,3.120906347405328907e-01,3.489849854547262820e-01,1.458447760352541978e-01,2.693713451284101001e-01,1.316834570276171623e-01,7.619927214332837540e-02,2.160775267391513155e-01,2.051981291395409135e-01,8.777726158676310564e-02,1.920081820936270500e-01,2.070474590003666959e-01,1.313231767654304272e-01,2.560424924512038070e-01,1.922738800097116840e-01,1.144279819222509265e-01,2.866049829559182971e-01
2.470941556557345598e-01,8.916611149900270650e-02,2.612910395235165106e-01,2.921800255344920161e-01,1.221053402355643802e-01,2.255252511661126336e-01,1.922719511081158184e-01,8.837686470702876829e-02,2.224321610069103783e-01,2.390590130093151466e-01,1.055475888932253525e-01,2.294318768195300895e-01,1.733459443212259365e-01,1.099474497179243060e-01,2.143659615751946079e-01,1.609770893084494503e-01,9.580231836146139990e-02,2.399537364888623403e-01,3.016431542217551387e-01,8.792335742306107982e-02,2.163435115013103149e-01,2.553881321397923898e-01,1.193317389929598321e-01,3.010822332905929710e-01
2.031942056450161127e-01,9.339722574221995255e-02,2.350677049107851857e-01,2.526390665448393080e-01,1.115433549163187682e-01,2.424650485487365725e-01,1.737830884569248613e-01,9.560335799911252874e-02,2.072737337269346114e-01,1.671979894428353430e-01,1.200250428210468540e-01,2.786537899596088219e-01,3.187783800866598738e-01,9.291795639591665656e-02,2.286331818687547257e-01,2.698957822096969550e-01,1.261105313238243819e-01,3.181855953233062584e-01,1.618218732531993276e-01,8.680595442256225369e-02,2.250776233517092773e-01,2.362442058783330023e-01,1.251854618360347671e-01,2.213187553182073275e-01
1.948325482975165335e-01,1.071833055227568304e-01,2.323797447481165679e-01,1.874498297999997731e-01,1.345630645650507107e-01,3.124057034125528598e-01,2.357937483003008927e-01,1.175424029728797531e-01,3.282948063129392802e-01,2.717928252138189782e-01,1.702899666246169008e-01,3.014931202704915214e-01,1.814225320550299503e-01,9.732031728586733321e-02,2.523401287878003774e-01,2.648592625467557915e-01,1.403485388358815533e-01,2.481259682260102684e-01,1.145809388589169170e-01,5.747576513926717229e-02,1.634419269956933762e-01,1.694980084143797583e-01,9.717264362028374403e-02,1.896207138502654932e-01
2.064329423728891444e-01,1.029061384119844963e-01,2.874158595019514761e-01,2.379494495896158912e-01,1.490856272496682566e-01,2.639514930792653535e-01,2.823457078279839605e-01,1.137766431062453704e-01,3.160439423066382925e-01,3.290734760023364402e-01,1.471733173109327220e-01,3.028532718985803562e-01,1.003134329005623965e-01,5.031893932031322736e-02,1.430902987887778255e-01,1.483922828978603836e-01,8.507280148555884658e-02,1.660093288186131610e-01,1.727388788909942352e-01,8.632558286760279309e-02,2.164253971216117955e-01,2.651531435221071709e-01,9.464618513248426734e-02,2.194820374779568040e-01
2.465328788207747923e-01,9.934517362890281367e-02,2.759568173715301609e-01,2.873336804249956855e-01,1.285058019170338128e-01,2.644392562430439297e-01,2.761545916862432892e-01,1.070071718141668432e-01,2.133357051380986580e-01,2.544468114915262591e-01,8.293866917461871491e-02,2.187958372686346631e-01,1.508286186635247883e-01,7.537601553765199691e-02,1.889739235378316007e-01,2.315210254257113742e-01,8.264122968120690693e-02,1.916428585550006558e-01,2.492547378685847637e-01,1.192373085204846000e-01,2.357826527999828115e-01,2.414015982636052993e-01,9.199895200415166008e-02,2.673982180168357203e-01
3.339991262194605959e-01,1.294213565920143694e-01,2.580219241420166343e-01,3.077443405469587057e-01,1.003113613464770015e-01,2.646257591516253949e-01,1.238710184714965357e-01,8.189643851403516361e-02,1.926238039187229689e-01,1.637934341549412698e-01,8.299265461791961729e-02,1.911578770581002507e-01,3.014647127387061198e-01,1.442132706011637899e-01,2.851707064946251147e-01,2.919666205645854995e-01,1.112694501831940908e-01,3.234086046692846161e-01,1.061383060012086044e-01,7.123364911624173457e-02,1.585393823054573326e-01,1.444682233395859494e-01,8.399295516766736025e-02,1.905039739344700500e-01
