8.910956346256911076e-02,9.511652086726997413e-02,1.151407807764456837e-01,3.722305896548785964e-01,2.117950513051806635e-02,4.619007867789422933e-02,1.297902154757462623e-01,2.005436788829533801e-01,1.295552937030132190e-01,5.097665989979688339e-02,9.119574806234273523e-02,1.584310142054693449e-01,1.188850733883887664e-02,6.452424451452984377e-02,1.240920858337472149e-01,3.461521972794509572e-01,1.947992945439558365e-01,5.297446094813527129e-01,1.828434345628661417e-01,4.030420627444097209e-02,2.004509851763180972e-01,3.311124796451128116e-01,2.435372284737712945e-01,1.283358511491175802e-01
1.714547828327833423e-01,2.649211482185229727e-01,1.711444477171585599e-01,6.734091719181713176e-02,1.204709239597808457e-01,2.092896990347659913e-01,5.817903382473894880e-02,2.914265588227391013e-02,2.535994025764894411e-01,2.747764240084850651e-01,1.034763169534013844e-01,7.546166370560077052e-02,2.415388652408445302e-01,5.324244904519254834e-02,2.647986984692652368e-01,4.374044536615004919e-01,3.217162593236562174e-01,1.695335461750904216e-01,8.659717836398042601e-02,2.544195387025423583e-01,1.490963375566210503e-01,1.859828748829624456e-01,2.394470939189437542e-01,8.115639062189776431e-02
6.262441134908330875e-02,3.136940491782896911e-02,2.729765735311798780e-01,2.957717011591282086e-01,1.113827956871713820e-01,8.122758248653225155e-02,7.039710962024657570e-02,6.564201942202219087e-02,2.273842333633079860e-01,3.278970208458402147e-01,1.220653068089359722e-01,5.640969108965297740e-02,9.321394603892223241e-02,2.738593750963433937e-01,1.604885774128702869e-01,2.001935627814286078e-01,2.577429070254897980e-01,8.735743541604641671e-02,1.432982007414271286e-01,2.692656850596623214e-02,1.172506585520201317e-01,5.276621830102797839e-01,2.000834853697639748e-01,2.246638348436644783e-01
5.821803597508003886e-02,5.428560162204575795e-02,1.880455539939352994e-01,2.711690957015435166e-01,1.009473607857896693e-01,4.665051509808089414e-02,6.568417140745613780e-02,2.770982153325838790e-02,3.250160688155320082e-02,5.371836393869831028e-01,3.484951746220195656e-01,4.839072083829064341e-02,1.185068513598360462e-01,2.226812922323369998e-02,9.696567223436274030e-02,4.363738244211472495e-01,1.654679803206886290e-01,1.857957988585680342e-01,1.340159213821981998e-01,1.149971798488670371e-01,8.679535834346734091e-02,2.206441624171331661e-01,2.816256579779818914e-01,1.045420164164931748e-01
5.858857120978109428e-02,2.471643955193968470e-02,2.899058735779428894e-02,4.791538240426215234e-01,3.108486248224113235e-01,4.316326343130207771e-02,1.356536572585512190e-01,2.756151228518105220e-02,2.780025499540460590e-02,2.431255831540653500e-01,1.815584806869261769e-01,2.979685841694094672e-01,1.195387135880661561e-01,1.025744911769495282e-01,7.741920045606993928e-02,1.968088497548022286e-01,2.512027565148129971e-01,9.324875753150688173e-02,1.408585436088057308e-01,6.423917792051275777e-02,2.562840386793844294e-01,3.924685536369167949e-01,2.797174196694816040e-01,5.463638527744452134e-02
1.424008319199434047e-01,2.893237349952918966e-02,2.918299085285169445e-02,2.552182226548695421e-01,1.905888806422836035e-01,3.127890182190931068e-01,2.983314477189205061e-01,4.003425059518315315e-02,6.190169350987840408e-02,3.821087878695329093e-02,4.941699382430348592e-02,3.225288158875883049e-01,1.478646001758359696e-01,6.743432180600227033e-02,2.690311566476159544e-01,4.119892501961341380e-01,2.936300728517455827e-01,5.735390312240330746e-02,1.224896423472079943e-01,1.991886198755587756e-01,8.388254054292487716e-02,8.103176118158021690e-02,3.327078244369274795e-01,1.984026584335976673e-01
3.352078465301029930e-01,4.498283714997954735e-02,6.955328892300619015e-02,4.293408050050859931e-02,5.552537021656266808e-02,3.623962228730397972e-01,2.713908002705699984e-01,2.691693141779829060e-02,2.995299826295910392e-02,5.742683409365639119e-02,8.301838073311397503e-02,3.619661006340468834e-01,1.376304427421114474e-01,2.238100905295701826e-01,9.425116256386074920e-02,9.104800172394439395e-02,3.738334466780550702e-01,2.229269773196490279e-01,5.814375805855932777e-02,7.189201337664558045e-02,2.569186993582451839e-01,3.727571493880878495e-01,1.585795887554904970e-01,1.171639263917165635e-01
2.977995915323438103e-01,2.953619346541163510e-02,3.286769720633570674e-02,6.301498694516020904e-02,9.109682364822196954e-02,3.971886917681332063e-01,1.463342905327524868e-01,7.727177265545755180e-02,3.006439836350791595e-01,6.971576171985051362e-02,7.300864541890186854e-02,1.577044857916887199e-01,6.380167412724224718e-02,7.888775963171261452e-02,2.819192236790177830e-01,4.090298076348286016e-01,1.740108239102800547e-01,1.285650412136039589e-01,1.454813049734799690e-01,2.853388304110839879e-01,1.182114861540899675e-01,3.763868530564661863e-01,1.251288190584094739e-01,9.345503774910580985e-02
1.377088240245469553e-01,7.271709798117029222e-02,2.829229518639410079e-01,6.560646535725928041e-02,6.870525471274852025e-02,1.484088193047860549e-01,7.701993432106185589e-02,4.038751127641285188e-02,1.648550699961066068e-01,3.969416305118704802e-01,9.586783241133776945e-02,4.348896294917681954e-02,1.369061164851883283e-01,2.685199391160837945e-01,1.112436783286295944e-01,3.542012656364021406e-01,1.177532788889093102e-01,8.794646354415842915e-02,4.834637906917092498e-01,2.178455038150240719e-01,1.477000335367625317e-01,2.225986114528722970e-01,2.359651280817854357e-01,5.243157588544283126e-02
5.789217976093408158e-02,3.035734947739968104e-02,1.239136261390724608e-01,2.983619296843184610e-01,7.205923812026111819e-02,3.268856151156006307e-02,7.196189499421944136e-02,5.596056369624934773e-02,1.391380925439081317e-01,1.159790512793945905e-01,1.184228723680384315e-01,2.193782590392243104e-01,3.633964755404008873e-01,1.637439862568393911e-01,1.110190104364706248e-01,1.673166686308118767e-01,1.773636362149811352e-01,3.941029349175981938e-02,2.956821084220095236e-02,1.300253876945599019e-01,6.683163197064448946e-01,2.373319801657488293e-01,1.562353421767856687e-01,6.675501981461783030e-02
3.454900200224746837e-02,2.686674145176305706e-02,6.680038426273403329e-02,5.568169758720829809e-02,5.685497935933885028e-02,1.053237954809910781e-01,1.854543328218724862e-01,8.676443365221347959e-02,4.719261862173027011e-02,7.896416036165813945e-02,5.814700792148581182e-02,3.617612068747499271e-02,1.419573755905309716e-02,6.242536248056290010e-02,3.208595586529144339e-01,1.139434009985766660e-01,7.500879667108792392e-02,3.204917426674996211e-02,5.747434481752751456e-02,7.015554503888471460e-02,8.845164539292320605e-01,4.597617087016093312e-02,2.660687400312931536e-02,3.194535280713032416e-02
